tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_rankings,team_two_rankings,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
Gwangju Korea Masters 2019,Gwangju Metropolitan City,Korea,2019-11-21,HSBC BWF World Tour Super 300,MS,Round of 16,1,2,FALSE,21-18,21-13,,Jun Peng Zhao,Kenta Nishimoto,CHN,JPN,NA,15,42,31,6,6,2,0,4,6,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '19-16', '19-17', '19-18', '20-18', '21-18']",6,4,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']",NA,NA,NA,NA,[]
Gwangju Korea Masters 2019,Gwangju Metropolitan City,Korea,2019-11-21,HSBC BWF World Tour Super 300,MS,Round of 16,1,2,FALSE,21-16,21-16,,Koki Watanabe,Kunlavut Vitidsarn,JPN,THA,42,40,42,32,8,6,3,0,5,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '10-5', '11-5', '11-6', '11-7', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '16-15', '16-16', '17-16', '18-16', '19-16', '20-16', '21-16']",4,6,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '11-9', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '20-15', '20-16', '21-16']",NA,NA,NA,NA,[]
Gwangju Korea Masters 2019,Gwangju Metropolitan City,Korea,2019-11-22,HSBC BWF World Tour Super 300,MS,Quarter final,1,3,FALSE,21-13,10-21,21-19,Jun Peng Zhao,Koki Watanabe,CHN,JPN,NA,42,52,53,5,8,4,2,5,3,3,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '18-10', '18-11', '19-11', '20-11', '20-12', '20-13', '21-13']",2,8,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '7-17', '8-17', '9-17', '9-18', '9-19', '9-20', '10-20', '10-21']",3,4,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '14-14', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']"
Gwangju Korea Masters 2019,Gwangju Metropolitan City,Korea,2019-11-22,HSBC BWF World Tour Super 300,MS,Quarter final,2,3,FALSE,21-16,20-22,6-21,Donghun Kim,Kanta Tsuneyama,KOR,JPN,112,14,47,59,5,10,2,6,5,3,2,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",4,5,0,5,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '4-10', '5-10', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '9-13', '10-13', '10-14', '10-15', '10-16', '11-16', '11-17', '11-18', '12-18', '12-19', '13-19', '14-19', '15-19', '16-19', '16-20', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']",2,10,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '5-11', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '6-17', '6-18', '6-19', '6-20', '6-21']"
Gwangju Korea Masters 2019,Gwangju Metropolitan City,Korea,2019-11-22,HSBC BWF World Tour Super 300,MS,Quarter final,2,2,FALSE,18-21,11-21,,Tanongsak Saensomboonsuk,Dan Lin,THA,CHN,39,16,29,42,5,8,0,2,5,5,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '15-12', '15-13', '15-14', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '18-18', '18-19', '18-20', '18-21']",4,7,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '3-8', '3-9', '4-9', '4-10', '4-11', '5-11', '5-12', '5-13', '6-13', '7-13', '7-14', '8-14', '9-14', '10-14', '11-14', '11-15', '11-16', '11-17', '11-18', '11-19', '11-20', '11-21']",NA,NA,NA,NA,[]
Gwangju Korea Masters 2019,Gwangju Metropolitan City,Korea,2019-11-22,HSBC BWF World Tour Super 300,MS,Quarter final,1,3,FALSE,17-21,21-18,21-10,Guang Zu Lu,Chun-Yi Lin,CHN,TPE,NA,75,59,49,8,6,4,1,3,3,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '13-17', '14-17', '15-17', '15-18', '16-18', '17-18', '17-19', '17-20', '17-21']",5,6,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '9-4', '9-5', '9-6', '10-6', '11-6', '12-6', '12-7', '12-8', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '18-17', '19-17', '20-17', '20-18', '21-18']",8,3,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '13-3', '13-4', '13-5', '13-6', '14-6', '15-6', '16-6', '16-7', '17-7', '18-7', '18-8', '19-8', '19-9', '20-9', '20-10', '21-10']"
Gwangju Korea Masters 2019,Gwangju Metropolitan City,Korea,2019-11-23,HSBC BWF World Tour Super 300,MS,Semi final,1,3,FALSE,21-14,18-21,21-17,Kanta Tsuneyama,Guang Zu Lu,JPN,CHN,14,NA,60,52,6,8,2,2,3,4,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '17-9', '17-10', '17-11', '17-12', '17-13', '18-13', '18-14', '19-14', '20-14', '21-14']",6,8,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '16-11', '16-12', '17-12', '17-13', '17-14', '17-15', '17-16', '17-17', '17-18', '17-19', '17-20', '18-20', '18-21']",6,6,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '12-13', '13-13', '14-13', '15-13', '16-13', '17-13', '17-14', '17-15', '18-15', '18-16', '18-17', '19-17', '20-17', '21-17']"
Gwangju Korea Masters 2019,Gwangju Metropolitan City,Korea,2019-11-23,HSBC BWF World Tour Super 300,MS,Semi final,1,2,FALSE,21-12,21-11,,Dan Lin,Jun Peng Zhao,CHN,CHN,16,NA,42,23,5,2,4,0,4,2,3,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '16-8', '16-9', '17-9', '18-9', '19-9', '19-10', '20-10', '20-11', '20-12', '21-12']",5,2,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '21-11']",NA,NA,NA,NA,[]
Gwangju Korea Masters 2019,Gwangju Metropolitan City,Korea,2019-11-24,HSBC BWF World Tour Super 300,MS,Final,1,2,FALSE,24-22,21-12,,Kanta Tsuneyama,Dan Lin,JPN,CHN,14,16,45,34,7,6,4,1,7,6,3,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '15-9', '16-9', '16-10', '16-11', '17-11', '17-12', '17-13', '17-14', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '19-19', '20-19', '20-20', '20-21', '21-21', '22-21', '22-22', '23-22', '24-22']",6,2,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '21-12']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification round of 16,1,2,FALSE,21-19,21-11,,Aryamann Tandon,Siddharath Thakur,IND,IND,314,160,42,30,6,4,3,0,5,4,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '18-16', '19-16', '19-17', '19-18', '19-19', '20-19', '21-19']",6,2,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '20-11', '21-11']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification round of 16,2,2,FALSE,13-21,17-21,,Kartikey Gulshan Kumar,Rahul Yadav Chittaboina,IND,IND,142,187,30,42,3,5,0,5,3,4,0,3,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '10-18', '10-19', '11-19', '11-20', '12-20', '13-20', '13-21']",3,5,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '9-13', '9-14', '10-14', '10-15', '10-16', '10-17', '10-18', '11-18', '12-18', '13-18', '13-19', '14-19', '15-19', '16-19', '16-20', '17-20', '17-21']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification round of 16,2,2,FALSE,20-22,16-21,,Raghu Mariswamy,Kiran George,IND,IND,235,130,36,43,4,6,1,2,4,5,1,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '8-9', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '11-15', '11-16', '12-16', '13-16', '13-17', '14-17', '14-18', '15-18', '16-18', '17-18', '17-19', '18-19', '19-19', '20-19', '20-20', '20-21', '20-22']",4,6,0,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '12-11', '12-12', '12-13', '12-14', '12-15', '13-15', '14-15', '14-16', '15-16', '16-16', '16-17', '16-18', '16-19', '16-20', '16-21']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification round of 16,1,2,FALSE,21-16,21-12,,Alap Mishra,Harsheel Dani,IND,IND,163,159,42,28,5,3,3,0,4,3,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '14-8', '14-9', '15-9', '15-10', '15-11', '16-11', '16-12', '16-13', '17-13', '17-14', '17-15', '18-15', '19-15', '19-16', '20-16', '21-16']",4,2,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '20-12', '21-12']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification round of 16,1,2,FALSE,21-10,21-13,,Chirag Sen,B.M.Rahul Bharadwaj,IND,IND,135,110,42,23,6,3,3,0,5,2,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '16-9', '17-9', '18-9', '18-10', '19-10', '20-10', '21-10']",6,3,2,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '7-7', '8-7', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '18-11', '18-12', '19-12', '20-12', '20-13', '21-13']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification round of 16,2,3,FALSE,16-21,21-13,16-21,Mithun Manjunath,Ansal Yadav,IND,IND,132,305,53,55,7,9,2,10,7,9,0,8,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '10-20', '11-20', '12-20', '13-20', '14-20', '15-20', '16-20', '16-21']",3,4,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '8-8', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",3,4,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '13-13', '14-13', '14-14', '14-15', '14-16', '14-17', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']"
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification round of 16,1,2,FALSE,21-10,21-17,,Shreyansh Jaiswal,Kevin Arokia Walter,IND,IND,332,138,42,27,8,3,4,0,8,3,2,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '12-4', '13-4', '13-5', '14-5', '15-5', '16-5', '16-6', '17-6', '17-7', '17-8', '18-8', '19-8', '19-9', '20-9', '20-10', '21-10']",5,3,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '9-6', '10-6', '10-7', '10-8', '10-9', '11-9', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '13-14', '14-14', '14-15', '15-15', '15-16', '16-16', '17-16', '18-16', '19-16', '20-16', '20-17', '21-17']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification round of 16,0,1,TRUE,4-11,,,Kaushal Dharmamer,Ping-Hsien Huang,IND,TPE,151,324,4,11,2,6,0,0,2,6,0,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '2-10', '3-10', '4-10', '4-11']",NA,NA,NA,NA,,NA,NA,NA,NA,
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification quarter final,2,2,FALSE,10-21,16-21,,Aryamann Tandon,Rahul Yadav Chittaboina,IND,IND,314,187,26,42,5,6,0,4,3,6,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '8-13', '8-14', '8-15', '9-15', '9-16', '9-17', '9-18', '9-19', '9-20', '10-20', '10-21']",5,5,0,2,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '15-18', '15-19', '15-20', '16-20', '16-21']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification quarter final,2,2,FALSE,20-22,20-22,,Kiran George,Alap Mishra,IND,IND,130,163,40,44,4,5,0,5,3,5,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '19-20', '20-20', '20-21', '20-22']",4,4,0,3,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '20-22']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification quarter final,2,2,FALSE,18-21,18-21,,Chirag Sen,Ansal Yadav,IND,IND,135,305,36,42,4,3,0,3,4,3,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '14-14', '14-15', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '18-18', '18-19', '18-20', '18-21']",4,3,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '4-8', '5-8', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '14-15', '15-15', '15-16', '16-16', '16-17', '16-18', '16-19', '17-19', '17-20', '18-20', '18-21']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-26,HSBC BWF World Tour Super 300,MS,Qualification quarter final,2,2,FALSE,10-21,14-21,,Shreyansh Jaiswal,Ping-Hsien Huang,IND,TPE,332,324,24,42,3,9,0,4,3,9,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '8-17', '9-17', '10-17', '10-18', '10-19', '10-20', '10-21']",2,6,0,3,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '8-13', '8-14', '8-15', '8-16', '9-16', '9-17', '10-17', '11-17', '11-18', '11-19', '12-19', '12-20', '13-20', '14-20', '14-21']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-27,HSBC BWF World Tour Super 300,MS,Round of 32,2,2,FALSE,23-25,17-21,,Yu Qi Shi,Teck Zhi Soo,CHN,MAS,NA,71,40,46,4,5,2,6,4,5,2,3,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '16-10', '17-10', '17-11', '17-12', '17-13', '18-13', '18-14', '18-15', '19-15', '19-16', '19-17', '19-18', '19-19', '19-20', '20-20', '20-21', '21-21', '22-21', '22-22', '23-22', '23-23', '23-24', '23-25']",4,5,0,3,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '3-11', '4-11', '5-11', '6-11', '6-12', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '10-16', '11-16', '12-16', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '15-20', '16-20', '17-20', '17-21']",NA,NA,NA,NA,[]
Ecogreen Syed Modi International Badminton Championships 2019,Lucknow,India,2019-11-27,HSBC BWF World Tour Super 300,MS,Round of 32,2,3,FALSE,22-20,18-21,7-21,Siddharth Pratap Singh,Sankeerth B. R.,IND,CAN,145,104,47,62,4,15,2,4,4,2,2,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '16-14', '16-15', '17-15', '18-15', '18-16', '18-17', '19-17', '19-18', '19-19', '20-19', '20-20', '21-20', '22-20']",3,4,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '8-11', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '16-19', '17-19', '18-19', '18-20', '18-21']",2,15,0,3,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '2-12', '2-13', '2-14', '2-15', '3-15', '3-16', '3-17', '4-17', '4-18', '4-19', '5-19', '5-20', '6-20', '7-20', '7-21']"
