tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_rankings,team_two_rankings,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Qualification round of 16,1,2,FALSE,21-10,21-14,,Guoxing Huang,Johnathan Akin-Mulrooney,CAN,CAN,571,597,42,24,5,2,2,0,5,2,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '11-5', '12-5', '13-5', '13-6', '13-7', '14-7', '15-7', '16-7', '16-8', '16-9', '17-9', '18-9', '19-9', '19-10', '20-10', '21-10']",4,2,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '13-9', '14-9', '14-10', '15-10', '15-11', '15-12', '16-12', '16-13', '17-13', '18-13', '19-13', '19-14', '20-14', '21-14']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,2,2,FALSE,11-21,20-22,,Brian Yang,Shi Feng Li,CAN,CHN,100,NA,31,43,4,7,1,3,3,7,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '10-16', '10-17', '10-18', '10-19', '10-20', '11-20', '11-21']",4,3,1,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '7-11', '8-11', '8-12', '8-13', '9-13', '10-13', '10-14', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '20-19', '20-20', '20-21', '20-22']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,2,2,FALSE,18-21,13-21,,Antonio Li,Sourabh Verma,CAN,IND,298,46,31,42,6,5,0,2,6,5,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '12-15', '13-15', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '18-19', '18-20', '18-21']",5,5,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '3-9', '4-9', '5-9', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '10-15', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '13-20', '13-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,1,3,FALSE,16-21,21-9,22-20,Lucas Claerbout,Xiaodong Sheng,FRA,CAN,84,120,59,50,6,6,2,3,3,4,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '9-10', '9-11', '9-12', '9-13', '10-13', '10-14', '11-14', '11-15', '11-16', '12-16', '13-16', '14-16', '14-17', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",6,3,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '16-9', '17-9', '18-9', '19-9', '20-9', '21-9']",4,6,1,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '19-18', '19-19', '19-20', '20-20', '21-20', '22-20']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,1,2,FALSE,21-13,21-19,,Karan Rajan Rajarajan,Lino Munoz,DEN,MEX,181,107,42,32,5,9,4,0,5,4,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '15-9', '16-9', '17-9', '17-10', '18-10', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']",4,9,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '7-10', '7-11', '8-11', '9-11', '9-12', '10-12', '11-12', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '15-16', '16-16', '16-17', '17-17', '18-17', '19-17', '19-18', '20-18', '20-19', '21-19']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,1,3,FALSE,21-15,19-21,21-19,Ygor Coelho,Thomas Rouxel,BRA,FRA,57,52,61,55,7,9,2,1,4,5,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '16-12', '17-12', '18-12', '18-13', '18-14', '18-15', '19-15', '20-15', '21-15']",4,9,0,1,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '5-10', '6-10', '7-10', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '14-15', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '19-17', '19-18', '19-19', '19-20', '19-21']",6,4,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '1-7', '2-7', '3-7', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '10-13', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '15-18', '16-18', '16-19', '17-19', '18-19', '19-19', '20-19', '21-19']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,2,2,FALSE,7-21,8-21,,Chun Kar Lung,Lakshya Sen,ENG,IND,NA,82,15,42,4,7,0,3,2,5,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '2-6', '2-7', '2-8', '2-9', '2-10', '3-10', '3-11', '3-12', '4-12', '5-12', '5-13', '5-14', '5-15', '6-15', '6-16', '6-17', '6-18', '6-19', '6-20', '7-20', '7-21']",4,7,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '4-12', '4-13', '4-14', '5-14', '6-14', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,1,2,FALSE,21-11,21-16,,Koki Watanabe,Jason Anthony Ho-Shue,JPN,CAN,68,74,42,27,7,4,3,0,4,4,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '9-2', '10-2', '10-3', '10-4', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '14-8', '15-8', '16-8', '16-9', '17-9', '18-9', '18-10', '18-11', '19-11', '20-11', '21-11']",7,3,2,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '15-10', '16-10', '17-10', '17-11', '18-11', '18-12', '19-12', '19-13', '19-14', '19-15', '20-15', '20-16', '21-16']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,2,2,FALSE,14-21,18-21,,Luís Enrique Peñalver,Lucas Corvee,ESP,FRA,72,61,32,42,4,5,0,2,4,5,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '12-12', '12-13', '12-14', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '14-20', '14-21']",4,4,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '12-13', '12-14', '12-15', '13-15', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '17-18', '18-18', '18-19', '18-20', '18-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,1,2,FALSE,23-21,21-10,,Kwang Hee Heo,Chia Hao Lee,KOR,TPE,62,127,44,31,5,5,6,0,5,5,4,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '14-15', '14-16', '15-16', '15-17', '15-18', '16-18', '17-18', '18-18', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '22-21', '23-21']",4,1,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '18-8', '19-8', '19-9', '20-9', '20-10', '21-10']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,2,3,FALSE,21-19,20-22,14-21,Minoru Koga,Lan Xi Lei,JPN,CHN,92,403,55,62,7,6,4,4,7,5,4,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '9-1', '10-1', '10-2', '11-2', '12-2', '12-3', '12-4', '12-5', '13-5', '13-6', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '18-16', '19-16', '20-16', '20-17', '20-18', '20-19', '21-19']",3,3,0,3,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '11-10', '12-10', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '16-14', '16-15', '16-16', '16-17', '17-17', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '20-22']",3,6,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '2-7', '3-7', '3-8', '4-8', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '7-14', '8-14', '9-14', '9-15', '10-15', '11-15', '11-16', '11-17', '12-17', '13-17', '14-17', '14-18', '14-19', '14-20', '14-21']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,1,2,FALSE,21-13,21-5,,Sheng Po Yu,Seyed Mohammad Hossein Vakili,TPE,CAN,712,1516,42,18,6,4,2,0,4,4,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '12-9', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",6,1,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '13-3', '13-4', '14-4', '15-4', '16-4', '17-4', '17-5', '18-5', '19-5', '20-5', '21-5']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,2,3,FALSE,15-21,22-20,15-21,Guoxing Huang,Ajay Jayaram,CAN,IND,571,64,52,62,6,6,2,2,3,4,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '8-14', '8-15', '9-15', '9-16', '10-16', '10-17', '11-17', '12-17', '13-17', '13-18', '14-18', '15-18', '15-19', '15-20', '15-21']",6,3,2,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '8-11', '9-11', '10-11', '11-11', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '19-19', '20-19', '20-20', '21-20', '22-20']",2,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '9-12', '9-13', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '15-17', '15-18', '15-19', '15-20', '15-21']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,2,2,FALSE,12-21,14-21,,Yen-Yu Lee,Hai Chao Liu,TPE,CHN,469,113,26,42,6,8,0,8,6,8,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '0-8', '1-8', '1-9', '2-9', '2-10', '3-10', '4-10', '5-10', '6-10', '7-10', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '11-18', '11-19', '11-20', '12-20', '12-21']",5,6,0,6,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '4-10', '4-11', '5-11', '5-12', '5-13', '6-13', '7-13', '7-14', '7-15', '7-16', '7-17', '7-18', '7-19', '8-19', '9-19', '9-20', '10-20', '11-20', '12-20', '13-20', '14-20', '14-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,2,2,FALSE,17-21,12-21,,Imran Wadia,Chun-Yi Lin,CAN,TPE,987,140,29,42,4,6,0,2,4,6,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '14-14', '14-15', '14-16', '14-17', '15-17', '16-17', '16-18', '17-18', '17-19', '17-20', '17-21']",2,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '10-18', '10-19', '11-19', '12-19', '12-20', '12-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-02,BWF Tour Super 100,MS,Round of 64,2,2,FALSE,11-21,9-21,,Xavier Laperriere,Victor Svendsen,CAN,DEN,NA,50,20,42,2,10,0,4,2,10,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '6-17', '6-18', '7-18', '8-18', '8-19', '9-19', '10-19', '10-20', '11-20', '11-21']",2,6,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '4-12', '5-12', '6-12', '6-13', '7-13', '7-14', '7-15', '7-16', '7-17', '7-18', '7-19', '8-19', '8-20', '9-20', '9-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,1,2,FALSE,21-12,21-12,,Hai Chao Liu,Ze Qi Zhou,CHN,CHN,113,51,42,24,7,4,4,0,4,4,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '10-4', '10-5', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '15-7', '16-7', '16-8', '17-8', '17-9', '17-10', '18-10', '18-11', '19-11', '20-11', '20-12', '21-12']",7,3,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '9-8', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '16-9', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '20-12', '21-12']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,1,2,FALSE,21-14,21-15,,Lan Xi Lei,Kevin Barkman,CHN,CAN,403,311,42,29,5,3,2,0,5,3,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '13-5', '13-6', '13-7', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '16-11', '16-12', '16-13', '17-13', '18-13', '19-13', '19-14', '20-14', '21-14']",3,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '19-14', '19-15', '20-15', '21-15']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,2,2,FALSE,13-21,12-21,,Yu Igarashi,Chun-Yi Lin,JPN,TPE,66,140,25,42,3,6,0,3,3,5,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '9-13', '10-13', '10-14', '11-14', '11-15', '12-15', '12-16', '12-17', '12-18', '12-19', '12-20', '13-20', '13-21']",3,6,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-15', '6-15', '6-16', '7-16', '8-16', '8-17', '9-17', '10-17', '11-17', '11-18', '11-19', '12-19', '12-20', '12-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,1,2,FALSE,21-12,21-17,,Kashyap Parupalli,Lucas Corvee,IND,FRA,36,61,42,29,9,4,7,0,9,4,3,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '12-5', '12-6', '13-6', '13-7', '14-7', '14-8', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '19-10', '20-10', '20-11', '20-12', '21-12']",6,3,4,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '13-7', '14-7', '14-8', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '19-12', '19-13', '19-14', '20-14', '20-15', '20-16', '20-17', '21-17']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,1,3,FALSE,22-20,16-21,21-18,Peng Bo Ren,Karan Rajan Rajarajan,CHN,DEN,NA,181,59,59,7,6,4,6,7,3,1,5,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '13-14', '13-15', '14-15', '14-16', '14-17', '14-18', '15-18', '15-19', '15-20', '16-20', '17-20', '18-20', '19-20', '20-20', '21-20', '22-20']",4,6,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '6-12', '7-12', '7-13', '7-14', '7-15', '8-15', '9-15', '10-15', '10-16', '11-16', '12-16', '12-17', '12-18', '13-18', '14-18', '15-18', '16-18', '16-19', '16-20', '16-21']",4,3,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '10-5', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '16-12', '17-12', '18-12', '18-13', '18-14', '19-14', '19-15', '19-16', '20-16', '20-17', '20-18', '21-18']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,1,2,FALSE,21-14,21-13,,Shi Feng Li,Vinson Chiu,CHN,USA,NA,226,42,27,8,3,2,0,3,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '12-4', '12-5', '12-6', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '15-10', '15-11', '16-11', '17-11', '18-11', '18-12', '19-12', '19-13', '19-14', '20-14', '21-14']",8,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '18-11', '18-12', '18-13', '19-13', '20-13', '21-13']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,2,2,FALSE,9-21,14-21,,Kazumasa Sakai,Kwang Hee Heo,JPN,KOR,38,62,23,42,3,5,0,3,3,5,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '6-12', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '9-21']",3,4,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '3-9', '4-9', '5-9', '5-10', '5-11', '5-12', '6-12', '7-12', '7-13', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '10-18', '10-19', '11-19', '12-19', '13-19', '13-20', '14-20', '14-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,2,2,FALSE,11-21,10-21,,Yunzhi Chen,Victor Svendsen,CAN,DEN,NA,50,21,42,2,6,0,2,2,5,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']",2,6,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '5-10', '6-10', '6-11', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '9-15', '10-15', '10-16', '10-17', '10-18', '10-19', '10-20', '10-21']",NA,NA,NA,NA,[]
